3.788342487760157695e+01,5.307646139718377472e+18
3.163080753269729706e-01,4.645758990229888205e+19
2.845835691086639230e+01,6.964884529048165581e+19
4.678467938329586850e+00,2.001795951177453056e+18
2.920904633557729824e+01,1.974153493028091392e+18
1.342753824485086867e+01,5.682626994200116224e+18
5.406614903250051007e+00,2.219141772969438413e+19
1.297041930995850301e+01,4.539098324457874227e+19
1.079642219333464270e+00,2.689356243616610714e+19
5.090065253404635337e-01,5.445819309485658112e+19
1.384160497316955052e+01,3.899288323069731328e+18
7.248465960806406372e+01,4.623883809770949018e+19
3.414141401301487577e-01,2.291295670172317184e+18
4.532704362941993859e-01,2.269387522869712128e+18
5.257733160417425111e+00,1.572137512864591872e+19
9.968492037691800700e-01,1.077301767565677158e+19
2.308349850197323472e-01,2.170853345442052506e+19
3.242163028067493968e+01,3.604034590415190426e+19
6.444555423036788966e+01,9.359527702889986458e+19
6.626370933174989819e-01,1.072317886723483648e+19
3.286130590310551436e-01,1.393921199515904205e+19
2.682786880819795217e-01,3.699524011311973171e+19
9.481163649206722610e+00,6.859252487016163738e+19
5.744400201337414913e+00,4.474375357450777395e+19
5.184490397262496719e-01,2.195003139659465523e+19
3.718790220299016402e-01,1.061366180931948749e+19
1.361787547516463803e+01,1.403020526089387520e+18
1.316672396256666033e+01,7.093891903861748531e+19
5.727955814207937202e+00,3.190689916694926848e+18
6.522115773498080582e-01,2.616951481793727693e+19
3.351176817433093902e+01,6.673395805326638080e+18
2.852668860955942520e+00,1.854459138231174656e+18
6.206076652625587720e+00,1.159830705937563648e+19
2.403903716011748681e+00,7.036992695562350592e+18
2.290301641991763504e-01,3.989824468087571968e+18
3.571066006778559654e+01,3.232397706344647066e+19
4.916351556277608559e+00,2.589191219495027200e+18
4.906106136713931143e+00,8.761001200715128832e+19
3.783684524103961277e-01,1.021963686480931430e+19
6.123601215263092001e+01,2.971126191174710477e+19
9.133651032778812295e-01,2.143290443658870528e+18
5.203858273944087287e+00,1.538775384361342720e+18
2.640200499922092381e-01,9.239020461355120640e+18
1.892708971236186244e+01,7.124400881018501530e+19
1.878012928563899786e+00,3.527078802723574579e+19
2.121805196283051420e-01,3.102185315231204966e+19
4.039717266599576817e+01,3.180726156633726976e+18
5.639624437934454448e+00,2.424563699016475648e+18
1.149622324666701223e+00,6.691644196886541926e+19
6.035464831033462652e+00,5.041017254742203392e+18
2.581775769448757529e+00,8.046322278378587750e+19
2.100162049144584842e+01,2.188956715501953024e+18
7.051514321498119386e+01,3.251022696989234176e+18
6.143828638558714417e+00,1.016123141213072640e+18
1.189399873350269532e+00,3.174011710743864934e+19
4.056628830250590401e-01,1.331188397173463552e+18
7.706358108562184839e+01,1.019587022082665600e+18
3.969475041803960380e+01,2.039298000933070029e+19
2.132333432703193310e+00,4.422961165837977190e+19
2.444182359965857698e-01,9.484909240205697024e+18
1.265892941995642573e+01,6.271005242077260800e+18
4.277243534247891610e+00,3.595047396195972608e+18
2.183655261739033404e-01,5.592249219259186381e+19
5.479000985273707602e-01,8.078452446618150912e+18
3.140852066153847488e-01,1.974337714030943437e+19
7.999969995961657787e+01,3.483687351459533210e+19
3.345466549219214270e-01,7.756844856025110938e+19
2.743443613916535018e+00,1.722413012723154125e+19
2.358091485384345987e+00,5.189648522154218496e+18
1.446165585754085603e+00,2.323075713506937651e+19
1.065492283059425915e+01,3.168918596409430016e+19
3.226661959552214465e-01,1.342192354982459597e+19
1.621798834970843828e+01,7.827126492084209254e+19
3.267983525434320580e+00,5.105834947702442394e+19
8.456595806392251946e-01,2.309608500131074560e+18
7.850887496153201539e+01,3.478466436685500416e+18
1.249247522847062308e+00,3.516894668781600768e+18
3.422638111988859322e+01,4.388821903857056154e+19
3.717175555806227383e+00,1.131616214162412134e+19
2.701739395498832863e+01,3.355368841188588339e+19
2.620553278020666954e-01,1.827720913364200653e+19
1.491148355203979703e+00,9.662901384754688819e+19
1.809489636403703638e+00,8.593777076238750515e+19
1.187645594678190308e+00,1.366648773984900710e+19
5.848668946586095263e-01,8.247064277787235123e+19
1.821158030729256083e+01,2.272874199659663616e+18
2.172789925951732215e+01,4.528051031664110797e+19
6.386826116905949391e+01,9.860649423689783706e+19
5.878378010785093011e+01,2.426122478019188736e+18
3.594070251295525820e-01,3.661212977664054784e+18
8.830942163327559769e+00,4.268454230930717901e+19
2.542223060309676264e-01,3.075943670646168781e+19
2.159277684177386969e-01,1.717839417180722586e+19
9.318903149354131443e+00,1.000729392269257933e+19
3.758115073533117911e+00,1.125074770360967168e+18
6.223818407267003305e-01,1.936628184132475904e+18
1.161203855423379139e+01,7.753435613007673754e+19
8.575857525931225300e-01,6.413145999600616448e+18
2.050071671991183508e-01,8.627924120560117350e+19
2.530322864786711534e-01,3.682802014847133696e+19
1.765264523608652780e+01,3.059757289702197248e+19
1.807918519642456534e+00,7.920528384680537293e+19
4.123350012996981562e+00,8.395743991856898048e+19
3.566313796959008076e-01,1.219342304239672832e+18
1.000572738330280709e+00,5.679317956478894899e+19
7.752918011001837328e+01,9.985022631287275520e+19
1.328562623311353441e+01,4.316837499017923789e+19
4.990843659035096636e+01,1.766512203152226918e+19
1.983739704323003394e+01,2.701864625110620570e+19
1.119762038779258795e+01,7.889450072478253056e+19
4.066449477483314467e+01,2.659651393501186048e+18
6.314780431364093261e+01,9.137588101912180736e+18
4.658254729785738846e+01,8.454273527643001651e+19
6.142871889925353202e+01,5.036926963550099046e+19
2.325521701252982609e+01,3.685261443609896448e+18
2.187638539905346624e-01,3.262294888267134157e+19
4.123624902696268890e+01,4.242501326713194496e+18
9.507727874006622670e+00,1.112606881794292326e+19
4.618648262685319139e+01,3.378312146197010022e+19
4.597388210364781180e-01,5.986256017384905114e+19
2.455243513015747947e+00,2.742135592493728563e+19
1.259543214738403627e+01,5.100450231016071168e+18
2.157295528918561089e+01,5.660153038330917888e+18
2.392905803907956486e+00,3.120103635141158502e+19
1.422121900449455190e+01,1.047681727217216000e+18
1.165442461147699227e+00,1.689140628898987827e+19
3.856938337311026643e+00,1.292994605877243290e+19
3.625964340989160650e-01,1.123037634928362906e+19
1.885539533699732040e+00,1.679929459404394906e+19
3.937963628516349401e-01,1.279819820699994368e+18
3.965777250139405630e-01,2.498879634808472576e+18
